clock	watch	T_int	T_ext	T_ref
20200713 235425	1431.028	18.48	20.86	20.374
20200713 235427	1433.155	18.45	20.85	20.35
20200713 235430	1435.276	18.44	20.83	20.331
20200713 235432	1437.409	18.41	20.8	20.313
20200713 235434	1439.531	18.39	20.8	20.295
20200713 235436	1441.664	18.37	20.77	20.264
20200713 235438	1443.791	18.35	20.75	20.252
20200713 235440	1445.918	18.32	20.74	20.227
20200713 235442	1448.045	18.31	20.72	20.209
20200713 235444	1450.166	18.28	20.7	20.191
20200713 235447	1452.299	18.26	20.69	20.166
20200713 235449	1454.429	18.24	20.67	20.148
20200713 235451	1456.57	18.22	20.64	20.13
20200713 235453	1458.697	18.19	20.64	20.105
20200713 235455	1460.825	18.18	20.62	20.081
20200713 235457	1462.952	18.15	20.59	20.05
20200713 235459	1465.077	18.13	20.59	20.038
20200713 235502	1467.206	18.11	20.56	20.001
20200713 235504	1469.332	18.09	20.54	20.001
20200713 235506	1471.46	18.06	20.54	20.001
20200713 235508	1473.583	18.05	20.52	20.001
20200713 235510	1475.71	18.02	20.49	20.001
20200713 235512	1477.839	17.99	20.49	19.958
20200713 235514	1479.969	17.98	20.46	19.934
20200713 235516	1482.096	17.96	20.46	19.915
20200713 235519	1484.218	17.93	20.43	19.885
20200713 235521	1486.35	17.92	20.41	19.866
20200713 235523	1488.476	17.89	20.4	19.848
20200713 235525	1490.601	17.86	20.38	19.829
20200713 235527	1492.725	17.85	20.36	19.805
20200713 235529	1494.859	17.83	20.35	19.78
20200713 235531	1496.987	17.8	20.33	19.774
20200713 235533	1499.13	17.79	20.31	19.743
20200713 235536	1501.257	17.76	20.3	19.725
20200713 235538	1503.383	17.73	20.28	19.7
20200713 235540	1505.506	17.72	20.26	19.688
20200713 235542	1507.637	17.7	20.25	19.67
20200713 235544	1509.766	17.67	20.23	19.645
20200713 235546	1511.893	17.66	20.2	19.633
20200713 235548	1514.019	17.63	20.2	19.608
20200713 235550	1516.143	17.61	20.17	19.59
20200713 235553	1518.274	17.6	20.15	19.565
20200713 235555	1520.395	17.57	20.15	19.553
20200713 235557	1522.524	17.54	20.12	19.522
20200713 235559	1524.65	17.53	20.1	19.516
20200713 235601	1526.783	17.5	20.09	19.492
20200713 235603	1528.91	17.48	20.07	19.46
20200713 235605	1531.038	17.47	20.05	19.448
20200713 235607	1533.16	17.44	20.04	19.43
20200713 235610	1535.294	17.41	20.02	19.411
20200713 235612	1537.417	17.4	20.0	19.393
20200713 235614	1539.546	17.38	19.99	19.374
20200713 235616	1541.673	17.35	19.97	19.349
20200713 235618	1543.801	17.34	19.94	19.331
20200713 235620	1545.927	17.31	19.94	19.306
20200713 235622	1548.055	17.29	19.92	19.288
20200713 235624	1550.177	17.28	19.89	19.275
20200713 235627	1552.305	17.25	19.89	19.251
20200713 235629	1554.437	17.22	19.87	19.232
20200713 235631	1556.564	17.21	19.84	19.214
20200713 235633	1558.691	17.19	19.84	19.189
20200713 235635	1560.813	17.16	19.81	19.177
20200713 235637	1562.94	17.15	19.79	19.152
20200713 235639	1565.072	17.12	19.79	19.14
20200713 235642	1567.2	17.1	19.76	19.115
20200713 235644	1569.322	17.09	19.74	19.097
20200713 235646	1571.448	17.06	19.74	19.078
20200713 235648	1573.581	17.04	19.71	19.053
20200713 235650	1575.705	17.02	19.69	19.041
20200713 235652	1577.848	17.0	19.68	19.016
20200713 235654	1579.973	16.97	19.66	18.997
20200713 235656	1582.106	16.96	19.64	18.979
20200713 235659	1584.249	16.93	19.63	18.96
20200713 235701	1586.37	16.91	19.61	18.942
20200713 235703	1588.504	16.9	19.59	18.917
20200713 235705	1590.647	16.87	19.58	18.892
20200713 235707	1592.773	16.84	19.56	18.88
20200713 235709	1594.901	16.83	19.53	18.861
20200713 235711	1597.028	16.81	19.53	18.842
20200713 235713	1599.152	16.78	19.5	18.824
20200713 235716	1601.282	16.77	19.48	18.799
20200713 235718	1603.403	16.74	19.48	18.781
20200713 235720	1605.537	16.73	19.45	18.762
20200713 235722	1607.664	16.71	19.43	18.737
20200713 235724	1609.791	16.68	19.43	18.725
20200713 235726	1611.919	16.67	19.4	18.7
20200713 235728	1614.046	16.64	19.38	18.681
20200713 235730	1616.173	16.62	19.37	18.662
20200713 235733	1618.296	16.61	19.35	18.644
20200713 235735	1620.424	16.58	19.33	18.619
20200713 235737	1622.554	16.56	19.32	18.6
20200713 235739	1624.682	16.55	19.3	18.588
20200713 235741	1626.809	16.52	19.28	18.563
20200713 235743	1628.936	16.5	19.27	18.544
20200713 235745	1631.062	16.49	19.25	18.526
20200713 235748	1633.206	16.46	19.23	18.507
20200713 235750	1635.333	16.44	19.22	18.494
20200713 235752	1637.461	16.42	19.2	18.47
20200713 235754	1639.604	16.4	19.18	18.451
20200713 235756	1641.734	16.37	19.17	18.432
20200713 235758	1643.858	16.36	19.15	18.401
20200713 235800	1645.988	16.34	19.13	18.389
20200713 235802	1648.111	16.31	19.12	18.37
20200713 235805	1650.239	16.3	19.1	18.351
20200713 235807	1652.365	16.28	19.08	18.333
20200713 235809	1654.486	16.25	19.07	18.314
20200713 235811	1656.621	16.24	19.05	18.295
20200713 235813	1658.749	16.21	19.03	18.283
20200713 235815	1660.872	16.19	19.02	18.258
20200713 235817	1663.003	16.18	19.0	18.233
20200713 235819	1665.13	16.15	18.99	18.214
20200713 235822	1667.256	16.13	18.97	18.195
20200713 235824	1669.384	16.12	18.95	18.183
20200713 235826	1671.511	16.09	18.94	18.158
20200713 235828	1673.638	16.07	18.92	18.139
20200713 235830	1675.766	16.06	18.9	18.12
20200713 235832	1677.893	16.03	18.89	18.101
20200713 235834	1680.02	16.01	18.87	18.083
20200713 235836	1682.161	15.99	18.85	18.064
20200713 235839	1684.29	15.97	18.84	18.051
20200713 235841	1686.417	15.94	18.82	18.02
20200713 235843	1688.544	15.93	18.79	18.001
20200713 235845	1690.672	15.91	18.79	17.976
20200713 235847	1692.798	15.88	18.77	17.97
20200713 235849	1694.926	15.87	18.75	17.945
20200713 235851	1697.053	15.85	18.74	17.933
20200713 235854	1699.178	15.82	18.72	17.914
20200713 235856	1701.307	15.81	18.7	17.895
20200713 235858	1703.43	15.79	18.69	17.882
20200713 235900	1705.562	15.76	18.67	17.857
20200713 235902	1707.689	15.75	18.64	17.838
20200713 235904	1709.81	15.73	18.64	17.813
20200713 235906	1711.944	15.7	18.62	17.801
20200713 235908	1714.071	15.69	18.59	17.775
20200713 235911	1716.198	15.66	18.59	17.763
20200713 235913	1718.322	15.64	18.57	17.744
20200713 235915	1720.449	15.63	18.54	17.725
20200713 235917	1722.576	15.6	18.54	17.7
20200713 235919	1724.723	15.58	18.52	17.675
20200713 235921	1726.85	15.57	18.49	17.65
20200713 235923	1728.973	15.54	18.49	17.644
20200713 235925	1731.104	15.52	18.47	17.637
20200713 235928	1733.231	15.51	18.44	17.619
20200713 235930	1735.355	15.48	18.44	17.606
20200713 235932	1737.478	15.46	18.42	17.575
20200713 235934	1739.609	15.45	18.39	17.556
20200713 235936	1741.74	15.42	18.39	17.537
20200713 235938	1743.867	15.4	18.37	17.518
20200713 235940	1745.994	15.39	18.34	17.505
20200713 235942	1748.118	15.36	18.34	17.48
20200713 235945	1750.249	15.34	18.31	17.461
20200713 235947	1752.369	15.33	18.29	17.442
20200713 235949	1754.503	15.3	18.29	17.429
20200713 235951	1756.63	15.28	18.26	17.417
20200713 235953	1758.757	15.27	18.24	17.392
20200713 235955	1760.884	15.24	18.24	17.373
20200713 235957	1763.012	15.22	18.22	17.347
20200713 235959	1765.139	15.21	18.19	17.329
20200714 000002	1767.282	15.18	18.19	17.316
20200714 000004	1769.403	15.16	18.17	17.291
20200714 000006	1771.536	15.15	18.14	17.278
20200714 000008	1773.68	15.13	18.14	17.253
20200714 000010	1775.804	15.1	18.12	17.234
20200714 000012	1777.934	15.09	18.09	17.215
20200714 000014	1780.058	15.07	18.09	17.202
20200714 000017	1782.205	15.05	18.06	17.177
20200714 000019	1784.33	15.04	18.04	17.164
20200714 000021	1786.456	15.01	18.04	17.146
20200714 000023	1788.586	14.99	18.01	17.12
20200714 000025	1790.712	14.98	17.99	17.101
20200714 000027	1792.84	14.95	17.99	17.089
20200714 000029	1794.967	14.94	17.97	17.069
20200714 000031	1797.111	14.92	17.94	17.05
20200714 000034	1799.231	14.89	17.94	17.031
20200714 000036	1801.359	14.88	17.92	17.012
20200714 000038	1803.485	14.86	17.89	16.987
20200714 000040	1805.619	14.83	17.89	16.974
20200714 000042	1807.747	14.82	17.86	16.955
20200714 000044	1809.87	14.8	17.84	16.942
20200714 000046	1812.001	14.77	17.84	16.917
20200714 000048	1814.123	14.76	17.81	16.898
20200714 000051	1816.249	14.74	17.79	16.879
20200714 000053	1818.382	14.71	17.78	16.866
20200714 000055	1820.506	14.7	17.76	16.841
20200714 000057	1822.637	14.68	17.74	16.835
20200714 000059	1824.764	14.66	17.74	16.803
20200714 000101	1826.891	14.64	17.72	16.784
20200714 000103	1829.019	14.62	17.69	16.765
20200714 000105	1831.145	14.6	17.69	16.759
20200714 000108	1833.266	14.59	17.67	16.733
20200714 000110	1835.394	14.56	17.64	16.708
20200714 000112	1837.527	14.54	17.64	16.695
20200714 000114	1839.669	14.53	17.62	16.682
20200714 000116	1841.797	14.5	17.59	16.657
20200714 000118	1843.925	14.48	17.58	16.637
20200714 000120	1846.068	14.47	17.56	16.625
20200714 000123	1848.189	14.44	17.54	16.605
20200714 000125	1850.319	14.42	17.53	16.58
20200714 000127	1852.442	14.41	17.51	16.567
20200714 000129	1854.577	14.38	17.51	16.548
20200714 000131	1856.704	14.36	17.48	16.529
20200714 000133	1858.831	14.35	17.46	16.51
20200714 000135	1860.955	14.33	17.46	16.491
20200714 000137	1863.085	14.3	17.43	16.472
20200714 000140	1865.213	14.29	17.41	16.452
20200714 000142	1867.34	14.27	17.41	16.427
20200714 000144	1869.467	14.24	17.39	16.421
20200714 000146	1871.588	14.23	17.36	16.401
20200714 000148	1873.721	14.21	17.36	16.382
20200714 000150	1875.847	14.19	17.34	16.363
20200714 000152	1877.971	14.17	17.31	16.344
20200714 000154	1880.103	14.15	17.31	16.338
20200714 000157	1882.23	14.13	17.29	16.312
20200714 000159	1884.35	14.12	17.26	16.299
20200714 000201	1886.477	14.1	17.26	16.274
20200714 000203	1888.611	14.07	17.24	16.261
20200714 000205	1890.739	14.06	17.21	16.248
20200714 000207	1892.866	14.04	17.21	16.216
20200714 000209	1894.993	14.02	17.19	16.203
20200714 000211	1897.118	14.01	17.17	16.184
20200714 000214	1899.248	13.98	17.16	16.171
20200714 000216	1901.367	13.96	17.14	16.145
20200714 000218	1903.498	13.95	17.12	16.126
20200714 000220	1905.629	13.93	17.12	16.113
20200714 000222	1907.753	13.91	17.09	16.088
20200714 000224	1909.883	13.89	17.07	16.075
20200714 000226	1912.009	13.87	17.06	16.055
20200714 000228	1914.138	13.85	17.04	16.036
20200714 000231	1916.265	13.84	17.02	16.023
20200714 000233	1918.388	13.82	17.01	15.991
20200714 000235	1920.519	13.79	16.99	15.985
20200714 000237	1922.641	13.78	16.97	15.966
20200714 000239	1924.767	13.76	16.97	15.946
20200714 000241	1926.901	13.74	16.94	15.934
20200714 000243	1929.023	13.73	16.92	15.914
20200714 000245	1931.155	13.7	16.92	15.889
20200714 000248	1933.282	13.68	16.9	15.882
20200714 000250	1935.406	13.67	16.88	15.857
20200714 000252	1937.537	13.64	16.87	15.843
20200714 000254	1939.664	13.62	16.85	15.818
20200714 000256	1941.794	13.61	16.83	15.805
20200714 000258	1943.934	13.59	16.82	15.779
20200714 000300	1946.057	13.56	16.8	15.766
20200714 000303	1948.189	13.55	16.78	15.753
20200714 000305	1950.316	13.53	16.78	15.727
20200714 000307	1952.446	13.51	16.75	15.708
20200714 000309	1954.567	13.49	16.73	15.695
20200714 000311	1956.697	13.47	16.73	15.676
20200714 000313	1958.824	13.45	16.71	15.656
20200714 000315	1960.952	13.44	16.69	15.637
20200714 000317	1963.079	13.41	16.68	15.624
20200714 000320	1965.201	13.39	16.66	15.605
20200714 000322	1967.33	13.38	16.64	15.592
20200714 000324	1969.461	13.36	16.63	15.572
20200714 000326	1971.588	13.35	16.61	15.547
20200714 000328	1973.711	13.32	16.59	15.527
20200714 000330	1975.842	13.3	16.59	15.514
20200714 000332	1977.969	13.29	16.57	15.495
20200714 000334	1980.097	13.27	16.55	15.476
20200714 000337	1982.224	13.24	16.54	15.463
20200714 000339	1984.346	13.23	16.52	15.444
20200714 000341	1986.478	13.21	16.5	15.424
20200714 000343	1988.605	13.19	16.49	15.411
20200714 000345	1990.733	13.18	16.47	15.385
20200714 000347	1992.876	13.15	16.45	15.372
20200714 000349	1994.999	13.13	16.45	15.346
20200714 000351	1997.13	13.12	16.43	15.333
20200714 000354	1999.273	13.09	16.41	15.313
20200714 000356	2001.4	13.07	16.4	15.294
20200714 000358	2003.528	13.06	16.38	15.281
20200714 000400	2005.65	13.04	16.36	15.261
20200714 000402	2007.782	13.02	16.35	15.235
20200714 000404	2009.909	13.01	16.33	15.209
20200714 000406	2012.036	12.98	16.31	15.203
20200714 000408	2014.164	12.96	16.3	15.197
20200714 000411	2016.299	12.95	16.28	15.203
20200714 000413	2018.434	12.93	16.26	15.177
20200714 000415	2020.561	12.91	16.25	15.145
20200714 000417	2022.704	12.9	16.23	15.125
20200714 000419	2024.832	12.87	16.21	15.106
20200714 000421	2026.953	12.85	16.21	15.086
20200714 000423	2029.086	12.84	16.18	15.067
20200714 000426	2031.213	12.82	16.16	15.047
20200714 000428	2033.336	12.8	16.16	15.041
20200714 000430	2035.463	12.79	16.13	15.014
20200714 000432	2037.595	12.77	16.13	14.995
20200714 000434	2039.722	12.75	16.11	14.975
20200714 000436	2041.849	12.74	16.08	14.962
20200714 000438	2043.969	12.71	16.08	14.942
20200714 000440	2046.099	12.69	16.06	14.929
20200714 000443	2048.227	12.68	16.04	14.916
20200714 000445	2050.35	12.66	16.03	14.89
20200714 000447	2052.484	12.64	16.01	14.884
20200714 000449	2054.612	12.63	15.99	14.858
20200714 000451	2056.737	12.61	15.98	14.838
20200714 000453	2058.864	12.58	15.96	14.832
20200714 000455	2060.993	12.57	15.94	14.805
20200714 000457	2063.114	12.55	15.93	14.786
20200714 000500	2065.249	12.53	15.91	14.766
20200714 000502	2067.372	12.52	15.89	14.753
20200714 000504	2069.502	12.5	15.88	14.734
20200714 000506	2071.629	12.47	15.86	14.721
20200714 000508	2073.756	12.46	15.84	14.701
20200714 000510	2075.88	12.44	15.84	14.688
20200714 000512	2078.005	12.42	15.82	14.668
20200714 000514	2080.138	12.41	15.79	14.642
20200714 000517	2082.265	12.39	15.79	14.636
20200714 000519	2084.392	12.36	15.77	14.616
20200714 000521	2086.52	12.35	15.75	14.596
20200714 000523	2088.646	12.33	15.75	14.576
20200714 000525	2090.767	12.31	15.72	14.57
20200714 000527	2092.896	12.3	15.7	14.543
20200714 000529	2095.028	12.28	15.69	14.524
20200714 000531	2097.155	12.25	15.67	14.511
20200714 000534	2099.283	12.24	15.65	14.497
20200714 000536	2101.41	12.22	15.64	14.471
20200714 000538	2103.537	12.2	15.62	14.451
20200714 000540	2105.658	12.19	15.6	14.445
20200714 000542	2107.784	12.17	15.6	14.425
20200714 000544	2109.917	12.15	15.57	14.405
20200714 000546	2112.048	12.14	15.55	14.392
20200714 000548	2114.173	12.11	15.55	14.379
20200714 000551	2116.3	12.09	15.52	14.359
20200714 000553	2118.427	12.08	15.5	14.333
20200714 000555	2120.554	12.06	15.5	14.32
20200714 000557	2122.681	12.03	15.47	14.3
20200714 000559	2124.809	12.02	15.45	14.287
20200714 000601	2126.945	12.0	15.45	14.267
20200714 000603	2129.079	11.98	15.43	14.248
20200714 000606	2131.206	11.97	15.4	14.235
20200714 000608	2133.329	11.95	15.4	14.215
20200714 000610	2135.46	11.93	15.38	14.202
20200714 000612	2137.582	11.92	15.36	14.181
20200714 000614	2139.715	11.89	15.35	14.168
20200714 000616	2141.842	11.87	15.33	14.148
20200714 000618	2143.969	11.86	15.31	14.135
20200714 000620	2146.096	11.84	15.31	14.115
20200714 000623	2148.223	11.83	15.29	14.096
20200714 000625	2150.344	11.81	15.27	14.076
20200714 000627	2152.481	11.79	15.26	14.056
20200714 000629	2154.602	11.78	15.24	14.043
20200714 000631	2156.732	11.76	15.22	14.029
20200714 000633	2158.861	11.74	15.22	14.01
20200714 000635	2160.987	11.73	15.2	13.99
20200714 000637	2163.114	11.7	15.18	13.97
20200714 000640	2165.241	11.68	15.17	13.957
20200714 000642	2167.367	11.67	15.15	13.937
20200714 000644	2169.511	11.65	15.13	13.917
20200714 000646	2171.639	11.63	15.12	13.91
20200714 000648	2173.763	11.62	15.1	13.884
20200714 000650	2175.909	11.6	15.09	13.877
20200714 000652	2178.036	11.58	15.08	13.844
20200714 000654	2180.163	11.57	15.06	13.831
20200714 000657	2182.284	11.55	15.04	13.818
20200714 000659	2184.418	11.53	15.04	13.798
20200714 000701	2186.544	11.52	15.01	13.785
20200714 000703	2188.667	11.49	14.99	13.772
20200714 000705	2190.799	11.47	14.99	13.751
20200714 000707	2192.943	11.46	14.97	13.731
20200714 000709	2195.07	11.44	14.95	13.718
20200714 000712	2197.197	11.42	14.94	13.704
20200714 000714	2199.34	11.41	14.92	13.684
20200714 000716	2201.467	11.39	14.9	13.671
20200714 000718	2203.588	11.37	14.9	13.651
20200714 000720	2205.722	11.36	14.88	13.631
20200714 000722	2207.849	11.34	14.86	13.618
20200714 000724	2209.976	11.32	14.85	13.598
20200714 000726	2212.103	11.31	14.83	13.585
20200714 000729	2214.23	11.29	14.83	13.558
20200714 000731	2216.357	11.26	14.8	13.551
20200714 000733	2218.485	11.25	14.78	13.531
20200714 000735	2220.612	11.23	14.78	13.511
20200714 000737	2222.739	11.21	14.76	13.498
20200714 000739	2224.866	11.2	14.74	13.485
20200714 000741	2226.994	11.18	14.74	13.465
20200714 000743	2229.118	11.16	14.71	13.445
20200714 000746	2231.241	11.15	14.69	13.425
20200714 000748	2233.376	11.13	14.69	13.411
20200714 000750	2235.502	11.1	14.66	13.398
20200714 000752	2237.63	11.09	14.65	13.378
20200714 000754	2239.757	11.07	14.64	13.365
20200714 000756	2241.9	11.05	14.62	13.338
20200714 000758	2244.027	11.04	14.6	13.331
20200714 000800	2246.157	11.02	14.6	13.311
20200714 000803	2248.297	11.0	14.58	13.291
20200714 000805	2250.418	10.99	14.56	13.271
20200714 000807	2252.551	10.97	14.56	13.257
20200714 000809	2254.679	10.95	14.54	13.244
20200714 000811	2256.806	10.94	14.51	13.23
20200714 000813	2258.933	10.92	14.51	13.21
20200714 000815	2261.06	10.9	14.49	13.19
20200714 000818	2263.187	10.89	14.47	13.177
20200714 000820	2265.314	10.87	14.46	13.157
20200714 000822	2267.442	10.84	14.44	13.137
20200714 000824	2269.567	10.83	14.42	13.123
20200714 000826	2271.69	10.81	14.42	13.11
20200714 000828	2273.826	10.79	14.39	13.096
20200714 000830	2275.95	10.78	14.37	13.076
20200714 000832	2278.077	10.76	14.37	13.063
20200714 000835	2280.205	10.74	14.35	13.036
20200714 000837	2282.325	10.73	14.33	13.023
20200714 000839	2284.459	10.71	14.33	13.016
20200714 000841	2286.586	10.69	14.31	12.989
20200714 000843	2288.716	10.68	14.29	12.976
20200714 000845	2290.856	10.66	14.28	12.962
20200714 000847	2292.984	10.64	14.26	12.942
20200714 000849	2295.103	10.63	14.24	12.935
20200714 000852	2297.238	10.61	14.24	12.915
20200714 000854	2299.365	10.59	14.22	12.901
20200714 000856	2301.49	10.58	14.2	12.874
20200714 000858	2303.619	10.56	14.19	12.867
20200714 000900	2305.747	10.54	14.17	12.847
20200714 000902	2307.869	10.53	14.14	12.834
20200714 000904	2310.001	10.51	14.14	12.813
20200714 000906	2312.122	10.49	14.12	12.8
20200714 000909	2314.255	10.48	14.1	12.786
20200714 000911	2316.382	10.46	14.1	12.766
20200714 000913	2318.51	10.44	14.08	12.746
20200714 000915	2320.637	10.43	14.06	12.719
20200714 000917	2322.764	10.41	14.05	12.719
20200714 000919	2324.891	10.39	14.03	12.685
20200714 000921	2327.018	10.38	14.01	12.678
20200714 000923	2329.139	10.36	14.01	12.672
20200714 000926	2331.272	10.35	13.99	12.658
20200714 000928	2333.416	10.33	13.97	12.638
20200714 000930	2335.543	10.31	13.97	12.624
20200714 000932	2337.67	10.3	13.94	12.597
20200714 000934	2339.797	10.28	13.92	12.591
20200714 000936	2341.924	10.26	13.92	12.57
20200714 000938	2344.052	10.25	13.9	12.557
20200714 000941	2346.179	10.23	13.88	12.543
20200714 000943	2348.306	10.21	13.87	12.523
20200714 000945	2350.433	10.2	13.85	12.51
20200714 000947	2352.56	10.18	13.84	12.489
20200714 000949	2354.687	10.16	13.83	12.476
20200714 000951	2356.814	10.15	13.81	12.461
20200714 000953	2358.941	10.13	13.79	12.441
20200714 000955	2361.07	10.11	13.79	12.414
20200714 000958	2363.191	10.1	13.77	12.407
20200714 001000	2365.319	10.08	13.75	12.393
20200714 001002	2367.45	10.06	13.75	12.373
20200714 001004	2369.578	10.05	13.73	12.366
20200714 001006	2371.705	10.03	13.71	12.346
20200714 001008	2373.834	10.01	13.7	12.332
