clock	watch	T_int	T_ext	T_ref
20200714 075218	1292.565	14.02	16.06	15.534
20200714 075220	1294.692	14.0	16.05	15.521
20200714 075222	1296.813	13.97	16.05	15.508
20200714 075225	1298.942	13.96	16.03	15.489
20200714 075227	1301.074	13.94	16.02	15.476
20200714 075229	1303.201	13.91	16.02	15.463
20200714 075231	1305.33	13.9	16.01	15.437
20200714 075233	1307.455	13.88	16.0	15.43
20200714 075235	1309.582	13.85	15.99	15.411
20200714 075237	1311.709	13.84	15.98	15.398
20200714 075239	1313.83	13.82	15.98	15.378
20200714 075242	1315.956	13.8	15.96	15.365
20200714 075244	1318.091	13.78	15.95	15.352
20200714 075246	1320.234	13.76	15.95	15.333
20200714 075248	1322.361	13.74	15.94	15.32
20200714 075250	1324.488	13.73	15.93	15.3
20200714 075252	1326.615	13.7	15.92	15.287
20200714 075254	1328.742	13.68	15.91	15.274
20200714 075256	1330.865	13.67	15.9	15.255
20200714 075259	1332.997	13.64	15.89	15.235
20200714 075301	1335.124	13.62	15.88	15.216
20200714 075303	1337.251	13.61	15.86	15.209
20200714 075305	1339.379	13.59	15.86	15.203
20200714 075307	1341.522	13.56	15.85	15.197
20200714 075309	1343.649	13.55	15.84	15.197
20200714 075311	1345.772	13.53	15.84	15.171
20200714 075314	1347.901	13.5	15.82	15.145
20200714 075316	1350.026	13.49	15.81	15.125
20200714 075318	1352.157	13.47	15.81	15.112
20200714 075320	1354.285	13.44	15.79	15.099
20200714 075322	1356.412	13.43	15.78	15.08
20200714 075324	1358.539	13.41	15.78	15.067
20200714 075326	1360.666	13.39	15.76	15.047
20200714 075328	1362.809	13.37	15.75	15.028
20200714 075331	1364.936	13.35	15.75	15.014
20200714 075333	1367.064	13.33	15.73	14.995
20200714 075335	1369.188	13.32	15.71	14.975
20200714 075337	1371.318	13.29	15.71	14.969
20200714 075339	1373.446	13.27	15.7	14.956
20200714 075341	1375.573	13.26	15.68	14.936
20200714 075343	1377.693	13.23	15.68	14.916
20200714 075345	1379.824	13.21	15.67	14.903
20200714 075348	1381.954	13.2	15.65	14.884
20200714 075350	1384.081	13.18	15.65	14.864
20200714 075352	1386.204	13.15	15.64	14.845
20200714 075354	1388.336	13.14	15.62	14.838
20200714 075356	1390.475	13.12	15.62	14.818
20200714 075358	1392.606	13.1	15.6	14.805
20200714 075400	1394.733	13.08	15.59	14.786
20200714 075402	1396.872	13.06	15.58	14.773
20200714 075405	1399.004	13.04	15.57	14.747
20200714 075407	1401.13	13.03	15.55	14.74
20200714 075409	1403.258	13.0	15.55	14.721
20200714 075411	1405.385	12.98	15.53	14.707
20200714 075413	1407.511	12.97	15.52	14.694
20200714 075415	1409.642	12.95	15.51	14.675
20200714 075417	1411.766	12.92	15.5	14.662
20200714 075420	1413.895	12.91	15.48	14.636
20200714 075422	1416.021	12.89	15.48	14.629
20200714 075424	1418.148	12.87	15.46	14.61
20200714 075426	1420.291	12.85	15.45	14.596
20200714 075428	1422.419	12.83	15.45	14.576
20200714 075430	1424.546	12.81	15.43	14.563
20200714 075432	1426.673	12.8	15.42	14.55
20200714 075434	1428.81	12.77	15.41	14.53
20200714 075437	1430.943	12.75	15.4	14.511
20200714 075439	1433.07	12.74	15.38	14.497
20200714 075441	1435.214	12.72	15.38	14.484
20200714 075443	1437.341	12.7	15.36	14.471
20200714 075445	1439.468	12.68	15.35	14.438
20200714 075447	1441.611	12.66	15.34	14.432
20200714 075449	1443.731	12.64	15.33	14.419
20200714 075451	1445.865	12.63	15.31	14.405
20200714 075454	1448.008	12.61	15.31	14.379
20200714 075456	1450.136	12.58	15.29	14.366
20200714 075458	1452.263	12.57	15.27	14.353
20200714 075500	1454.406	12.55	15.27	14.333
20200714 075502	1456.533	12.53	15.25	14.313
20200714 075504	1458.653	12.52	15.24	14.294
20200714 075506	1460.78	12.49	15.23	14.287
20200714 075509	1462.907	12.47	15.22	14.261
20200714 075511	1465.042	12.46	15.2	14.248
20200714 075513	1467.169	12.44	15.2	14.228
20200714 075515	1469.296	12.42	15.18	14.221
20200714 075517	1471.439	12.41	15.16	14.208
20200714 075519	1473.566	12.38	15.16	14.195
20200714 075521	1475.694	12.37	15.14	14.168
20200714 075523	1477.836	12.35	15.13	14.155
20200714 075526	1479.964	12.33	15.13	14.135
20200714 075528	1482.091	12.32	15.11	14.122
20200714 075530	1484.234	12.29	15.09	14.102
20200714 075532	1486.358	12.27	15.09	14.089
20200714 075534	1488.489	12.26	15.07	14.076
20200714 075536	1490.616	12.24	15.05	14.056
20200714 075538	1492.758	12.22	15.05	14.049
20200714 075540	1494.886	12.21	15.03	14.023
20200714 075543	1497.013	12.18	15.02	14.01
20200714 075545	1499.14	12.16	15.01	13.996
20200714 075547	1501.268	12.15	14.99	13.976
20200714 075549	1503.395	12.13	14.98	13.963
20200714 075551	1505.522	12.11	14.98	13.943
20200714 075553	1507.649	12.1	14.96	13.93
20200714 075555	1509.776	12.08	14.94	13.91
20200714 075558	1511.903	12.07	14.94	13.897
20200714 075600	1514.027	12.06	14.92	13.877
20200714 075602	1516.174	12.06	14.91	13.857
20200714 075604	1518.301	12.08	14.9	13.844
20200714 075606	1520.428	12.09	14.88	13.831
20200714 075608	1522.565	12.12	14.87	13.818
20200714 075610	1524.698	12.17	14.86	13.798
20200714 075612	1526.825	12.2	14.85	13.778
20200714 075615	1528.969	12.26	14.83	13.765
20200714 075617	1531.096	12.33	14.83	13.751
20200714 075619	1533.239	12.37	14.81	13.738
20200714 075621	1535.363	12.44	14.79	13.724
20200714 075623	1537.493	12.51	14.79	13.704
20200714 075625	1539.62	12.54	14.77	13.704
20200714 075627	1541.747	12.61	14.76	13.684
20200714 075629	1543.87	12.69	14.75	13.684
20200714 075632	1546.002	12.72	14.74	13.664
20200714 075634	1548.129	12.79	14.72	13.658
20200714 075636	1550.256	12.86	14.72	13.651
20200714 075638	1552.383	12.9	14.7	13.644
20200714 075640	1554.511	12.97	14.69	13.644
20200714 075642	1556.631	13.04	14.68	13.638
20200714 075644	1558.762	13.07	14.67	13.631
20200714 075646	1560.885	13.14	14.66	13.638
20200714 075649	1563.018	13.21	14.65	13.625
20200714 075651	1565.141	13.24	14.64	13.631
20200714 075653	1567.272	13.31	14.64	13.625
20200714 075655	1569.401	13.38	14.62	13.625
20200714 075657	1571.528	13.42	14.61	13.625
20200714 075659	1573.655	13.49	14.61	13.631
20200714 075701	1575.779	13.56	14.6	13.631
20200714 075704	1577.921	13.59	14.58	13.638
20200714 075706	1580.052	13.66	14.58	13.638
20200714 075708	1582.173	13.73	14.57	13.638
20200714 075710	1584.319	13.77	14.56	13.651
20200714 075712	1586.45	13.84	14.56	13.664
20200714 075714	1588.57	13.9	14.55	13.664
20200714 075716	1590.704	13.94	14.54	13.671
20200714 075718	1592.831	14.01	14.54	13.684
20200714 075721	1594.958	14.07	14.53	13.691
20200714 075723	1597.086	14.11	14.52	13.698
20200714 075725	1599.213	14.18	14.52	13.704
20200714 075727	1601.356	14.25	14.52	13.711
20200714 075729	1603.483	14.28	14.51	13.731
20200714 075731	1605.61	14.35	14.51	13.738
20200714 075733	1607.747	14.42	14.51	13.751
20200714 075735	1609.873	14.45	14.5	13.772
20200714 075738	1612.007	14.52	14.5	13.785
20200714 075740	1614.15	14.58	14.5	13.791
20200714 075742	1616.273	14.62	14.5	13.811
20200714 075744	1618.399	14.69	14.49	13.831
20200714 075746	1620.526	14.76	14.49	13.838
20200714 075748	1622.652	14.79	14.49	13.857
20200714 075750	1624.784	14.86	14.49	13.871
20200714 075753	1626.913	14.93	14.49	13.891
20200714 075755	1629.041	14.96	14.49	13.904
20200714 075757	1631.183	15.03	14.49	13.917
20200714 075759	1633.306	15.09	14.49	13.937
20200714 075801	1635.438	15.13	14.5	13.957
20200714 075803	1637.565	15.2	14.5	13.976
20200714 075805	1639.687	15.26	14.5	13.996
20200714 075807	1641.813	15.3	14.5	14.01
20200714 075810	1643.947	15.37	14.5	14.029
20200714 075812	1646.089	15.43	14.51	14.049
20200714 075814	1648.214	15.47	14.52	14.069
20200714 075816	1650.342	15.53	14.52	14.089
20200714 075818	1652.49	15.6	14.53	14.109
20200714 075820	1654.614	15.63	14.53	14.135
20200714 075822	1656.741	15.7	14.53	14.155
20200714 075824	1658.881	15.77	14.54	14.175
20200714 075827	1661.014	15.8	14.55	14.202
20200714 075829	1663.134	15.87	14.55	14.228
20200714 075831	1665.281	15.94	14.56	14.235
20200714 075833	1667.406	15.97	14.57	14.267
20200714 075835	1669.53	16.04	14.57	14.281
20200714 075837	1671.674	16.11	14.58	14.313
20200714 075839	1673.8	16.14	14.59	14.333
20200714 075842	1675.931	16.2	14.59	14.353
20200714 075844	1678.054	16.27	14.61	14.386
20200714 075846	1680.191	16.3	14.62	14.399
20200714 075848	1682.315	16.37	14.62	14.425
20200714 075850	1684.436	16.44	14.64	14.458
20200714 075852	1686.57	16.47	14.65	14.478
20200714 075854	1688.713	16.54	14.65	14.511
20200714 075856	1690.833	16.61	14.67	14.524
20200714 075859	1692.966	16.64	14.69	14.563
20200714 075901	1695.107	16.71	14.69	14.583
20200714 075903	1697.236	16.77	14.7	14.61
20200714 075905	1699.363	16.81	14.72	14.649
20200714 075907	1701.51	16.87	14.72	14.668
20200714 075909	1703.631	16.94	14.74	14.688
20200714 075911	1705.762	16.97	14.76	14.721
20200714 075913	1707.885	17.04	14.77	14.747
20200714 075916	1710.011	17.1	14.78	14.773
20200714 075918	1712.143	17.14	14.8	14.805
20200714 075920	1714.268	17.2	14.81	14.832
20200714 075922	1716.4	17.27	14.83	14.864
20200714 075924	1718.518	17.3	14.85	14.897
20200714 075926	1720.649	17.37	14.85	14.929
20200714 075928	1722.779	17.43	14.88	14.956
20200714 075931	1724.9	17.47	14.9	14.988
20200714 075933	1727.049	17.53	14.9	15.014
20200714 075935	1729.174	17.6	14.92	15.047
20200714 075937	1731.302	17.63	14.94	15.08
20200714 075939	1733.449	17.7	14.95	15.112
20200714 075941	1735.574	17.76	14.97	15.145
20200714 075943	1737.696	17.78	15.0	15.197
20200714 075945	1739.839	17.83	15.0	15.203
20200714 075948	1741.97	17.86	15.03	15.229
20200714 075950	1744.101	17.87	15.05	15.268
20200714 075952	1746.242	17.88	15.05	15.3
20200714 075954	1748.366	17.87	15.08	15.333
20200714 075956	1750.496	17.86	15.11	15.372
20200714 075958	1752.62	17.84	15.11	15.404
20200714 080000	1754.745	17.81	15.14	15.444
20200714 080002	1756.871	17.8	15.17	15.469
20200714 080005	1759.008	17.77	15.17	15.495
20200714 080007	1761.132	17.74	15.2	15.534
20200714 080009	1763.255	17.72	15.23	15.566
20200714 080011	1765.384	17.7	15.23	15.598
20200714 080013	1767.513	17.68	15.26	15.624
20200714 080015	1769.641	17.66	15.29	15.656
20200714 080017	1771.762	17.63	15.29	15.689
20200714 080020	1773.894	17.62	15.32	15.721
20200714 080022	1776.019	17.59	15.35	15.747
20200714 080024	1778.147	17.56	15.36	15.779
20200714 080026	1780.277	17.55	15.38	15.805
20200714 080028	1782.401	17.52	15.41	15.837
20200714 080030	1784.524	17.5	15.42	15.857
20200714 080032	1786.651	17.48	15.44	15.889
20200714 080034	1788.801	17.46	15.47	15.914
20200714 080037	1790.925	17.43	15.48	15.934
20200714 080039	1793.051	17.42	15.5	15.959
20200714 080041	1795.177	17.39	15.53	15.991
20200714 080043	1797.31	17.36	15.54	16.017
20200714 080045	1799.43	17.35	15.57	16.036
20200714 080047	1801.565	17.32	15.59	16.062
20200714 080049	1803.686	17.3	15.6	16.081
20200714 080051	1805.813	17.28	15.62	16.113
20200714 080054	1807.945	17.25	15.65	16.126
20200714 080056	1810.073	17.23	15.66	16.158
20200714 080058	1812.2	17.21	15.68	16.177
20200714 080100	1814.321	17.19	15.69	16.197
20200714 080102	1816.451	17.16	15.71	16.209
20200714 080104	1818.582	17.15	15.73	16.229
20200714 080106	1820.702	17.12	15.74	16.254
20200714 080108	1822.829	17.09	15.76	16.268
20200714 080111	1824.963	17.08	15.78	16.28
20200714 080113	1827.085	17.05	15.79	16.299
20200714 080115	1829.218	17.03	15.81	16.325
20200714 080117	1831.361	17.01	15.84	16.338
20200714 080119	1833.487	16.99	15.84	16.35
20200714 080121	1835.615	16.96	15.86	16.37
20200714 080123	1837.754	16.95	15.88	16.382
20200714 080125	1839.88	16.92	15.89	16.401
20200714 080128	1842.012	16.89	15.91	16.414
20200714 080130	1844.154	16.88	15.93	16.421
20200714 080132	1846.277	16.85	15.93	16.433
20200714 080134	1848.403	16.83	15.95	16.446
20200714 080136	1850.536	16.81	15.97	16.452
20200714 080138	1852.657	16.79	15.98	16.465
20200714 080140	1854.786	16.76	15.99	16.472
20200714 080143	1856.911	16.75	16.01	16.484
20200714 080145	1859.046	16.72	16.02	16.503
20200714 080147	1861.17	16.7	16.03	16.503
20200714 080149	1863.301	16.68	16.05	16.516
20200714 080151	1865.421	16.66	16.06	16.523
20200714 080153	1867.551	16.63	16.07	16.529
20200714 080155	1869.675	16.62	16.09	16.542
20200714 080157	1871.806	16.59	16.09	16.548
20200714 080200	1873.936	16.57	16.11	16.548
20200714 080202	1876.056	16.55	16.12	16.554
20200714 080204	1878.189	16.53	16.12	16.567
20200714 080206	1880.317	16.5	16.14	16.567
20200714 080208	1882.445	16.49	16.15	16.574
20200714 080210	1884.575	16.46	16.15	16.574
20200714 080212	1886.71	16.44	16.16	16.58
20200714 080214	1888.838	16.43	16.18	16.58
20200714 080217	1890.969	16.4	16.18	16.586
20200714 080219	1893.094	16.38	16.19	16.586
20200714 080221	1895.222	16.36	16.2	16.586
20200714 080223	1897.345	16.34	16.21	16.593
20200714 080225	1899.478	16.31	16.22	16.593
20200714 080227	1901.601	16.3	16.23	16.599
20200714 080229	1903.735	16.27	16.23	16.593
20200714 080231	1905.857	16.25	16.24	16.593
20200714 080234	1907.984	16.24	16.25	16.593
20200714 080236	1910.114	16.21	16.25	16.599
20200714 080238	1912.238	16.19	16.26	16.599
20200714 080240	1914.362	16.17	16.27	16.599
20200714 080242	1916.495	16.15	16.27	16.599
20200714 080244	1918.621	16.12	16.28	16.593
20200714 080246	1920.746	16.11	16.29	16.586
20200714 080248	1922.877	16.08	16.29	16.586
20200714 080251	1925.002	16.06	16.29	16.593
20200714 080253	1927.124	16.04	16.3	16.58
20200714 080255	1929.257	16.02	16.3	16.58
20200714 080257	1931.379	15.99	16.31	16.58
20200714 080259	1933.508	15.98	16.31	16.58
20200714 080301	1935.64	15.96	16.32	16.574
20200714 080303	1937.76	15.93	16.32	16.561
20200714 080306	1939.888	15.92	16.33	16.567
20200714 080308	1942.021	15.89	16.33	16.554
20200714 080310	1944.146	15.88	16.33	16.554
20200714 080312	1946.269	15.85	16.34	16.554
20200714 080314	1948.401	15.83	16.33	16.548
20200714 080316	1950.524	15.82	16.34	16.535
20200714 080318	1952.657	15.79	16.34	16.535
20200714 080320	1954.783	15.77	16.34	16.529
20200714 080323	1956.905	15.75	16.34	16.529
20200714 080325	1959.038	15.73	16.34	16.516
20200714 080327	1961.16	15.7	16.34	16.51
20200714 080329	1963.288	15.69	16.34	16.503
20200714 080331	1965.436	15.67	16.35	16.491
20200714 080333	1967.565	15.64	16.35	16.491
20200714 080335	1969.687	15.63	16.35	16.484
20200714 080337	1971.829	15.61	16.35	16.472
20200714 080340	1973.96	15.58	16.35	16.465
20200714 080342	1976.087	15.57	16.35	16.452
20200714 080344	1978.224	15.54	16.35	16.452
20200714 080346	1980.356	15.52	16.35	16.44
20200714 080348	1982.481	15.5	16.35	16.433
20200714 080350	1984.606	15.48	16.35	16.433
20200714 080352	1986.739	15.46	16.35	16.421
20200714 080354	1988.859	15.44	16.34	16.408
20200714 080357	1990.99	15.42	16.34	16.401
20200714 080359	1993.119	15.39	16.34	16.389
20200714 080401	1995.251	15.38	16.34	16.376
20200714 080403	1997.375	15.36	16.34	16.376
20200714 080405	1999.497	15.33	16.34	16.363
20200714 080407	2001.622	15.32	16.33	16.35
20200714 080409	2003.755	15.3	16.33	16.338
20200714 080411	2005.883	15.27	16.33	16.331
20200714 080414	2008.004	15.26	16.33	16.319
20200714 080416	2010.138	15.23	16.32	16.319
20200714 080418	2012.259	15.21	16.32	16.299
20200714 080420	2014.392	15.2	16.32	16.287
20200714 080422	2016.518	15.17	16.32	16.28
20200714 080424	2018.646	15.15	16.31	16.268
20200714 080426	2020.783	15.14	16.31	16.254
20200714 080429	2022.917	15.11	16.31	16.248
20200714 080431	2025.043	15.09	16.3	16.229
20200714 080433	2027.171	15.08	16.3	16.216
20200714 080435	2029.293	15.05	16.3	16.203
20200714 080437	2031.424	15.03	16.29	16.197
20200714 080439	2033.552	15.01	16.29	16.184
20200714 080441	2035.675	14.99	16.28	16.164
20200714 080443	2037.809	14.96	16.28	16.158
20200714 080446	2039.927	14.95	16.27	16.145
20200714 080448	2042.06	14.93	16.27	16.145
20200714 080450	2044.184	14.9	16.26	16.12
20200714 080452	2046.308	14.89	16.25	16.107
20200714 080454	2048.44	14.87	16.25	16.1
20200714 080456	2050.565	14.84	16.25	16.081
20200714 080458	2052.69	14.83	16.24	16.068
20200714 080500	2054.824	14.81	16.24	16.062
20200714 080503	2056.945	14.78	16.23	16.036
20200714 080505	2059.078	14.77	16.22	16.023
20200714 080507	2061.199	14.75	16.22	16.011
20200714 080509	2063.342	14.72	16.21	15.998
20200714 080511	2065.478	14.71	16.2	15.991
20200714 080513	2067.597	14.69	16.2	15.972
20200714 080515	2069.746	14.66	16.19	15.966
20200714 080517	2071.869	14.65	16.18	15.953
20200714 080520	2073.995	14.63	16.18	15.934
20200714 080522	2076.128	14.6	16.18	15.914
20200714 080524	2078.253	14.59	16.17	15.902
20200714 080526	2080.38	14.57	16.16	15.895
20200714 080528	2082.502	14.54	16.15	15.876
20200714 080530	2084.634	14.53	16.14	15.863
20200714 080532	2086.776	14.51	16.14	15.85
20200714 080535	2088.906	14.48	16.13	15.837
20200714 080537	2091.026	14.47	16.12	15.824
20200714 080539	2093.159	14.45	16.12	15.805
20200714 080541	2095.287	14.42	16.11	15.792
20200714 080543	2097.415	14.41	16.1	15.779
20200714 080545	2099.542	14.39	16.1	15.76
20200714 080547	2101.663	14.36	16.09	15.747
20200714 080549	2103.796	14.35	16.08	15.734
20200714 080552	2105.921	14.33	16.07	15.727
20200714 080554	2108.053	14.3	16.06	15.708
20200714 080556	2110.178	14.29	16.05	15.689
20200714 080558	2112.299	14.27	16.05	15.682
20200714 080600	2114.426	14.24	16.04	15.663
20200714 080602	2116.559	14.23	16.03	15.643
20200714 080604	2118.68	14.21	16.03	15.624
20200714 080606	2120.807	14.18	16.01	15.618
20200714 080609	2122.939	14.17	16.0	15.598
20200714 080611	2125.063	14.15	16.0	15.585
20200714 080613	2127.189	14.14	15.99	15.566
20200714 080615	2129.323	14.11	15.98	15.553
20200714 080617	2131.442	14.09	15.98	15.54
20200714 080619	2133.574	14.08	15.96	15.527
20200714 080621	2135.698	14.05	15.95	15.508
20200714 080623	2137.827	14.03	15.95	15.502
20200714 080626	2139.958	14.02	15.93	15.476
20200714 080628	2142.085	13.99	15.92	15.463
20200714 080630	2144.21	13.97	15.92	15.45
20200714 080632	2146.339	13.96	15.91	15.437
20200714 080634	2148.463	13.93	15.9	15.424
20200714 080636	2150.594	13.91	15.89	15.404
20200714 080638	2152.721	13.9	15.88	15.385
20200714 080640	2154.844	13.87	15.87	15.372
20200714 080643	2156.978	13.85	15.87	15.352
20200714 080645	2159.095	13.84	15.85	15.339
20200714 080647	2161.227	13.82	15.84	15.326
20200714 080649	2163.351	13.79	15.84	15.3
20200714 080651	2165.483	13.78	15.82	15.294
20200714 080653	2167.611	13.76	15.81	15.268
20200714 080655	2169.735	13.73	15.81	15.261
20200714 080657	2171.863	13.72	15.79	15.235
20200714 080700	2173.992	13.7	15.79	15.216
20200714 080702	2176.122	13.67	15.78	15.209
20200714 080704	2178.247	13.66	15.76	15.209
20200714 080706	2180.368	13.64	15.76	15.203
20200714 080708	2182.501	13.62	15.75	15.19
20200714 080710	2184.628	13.6	15.73	15.164
20200714 080712	2186.755	13.58	15.73	15.145
20200714 080714	2188.88	13.56	15.72	15.125
20200714 080717	2191.012	13.55	15.7	15.106
20200714 080719	2193.133	13.52	15.7	15.093
20200714 080721	2195.261	13.5	15.69	15.08
20200714 080723	2197.391	13.49	15.67	15.06
20200714 080725	2199.511	13.46	15.67	15.041
20200714 080727	2201.648	13.44	15.66	15.028
20200714 080729	2203.767	13.43	15.64	15.014
20200714 080732	2205.898	13.41	15.64	14.995
20200714 080734	2208.026	13.38	15.63	14.982
20200714 080736	2210.154	13.37	15.61	14.956
20200714 080738	2212.278	13.35	15.61	14.949
20200714 080740	2214.403	13.32	15.59	14.936
20200714 080742	2216.532	13.31	15.58	14.916
20200714 080744	2218.656	13.29	15.58	14.903
20200714 080746	2220.786	13.26	15.56	14.877
20200714 080749	2222.912	13.25	15.55	14.864
20200714 080751	2225.045	13.23	15.54	14.851
20200714 080753	2227.181	13.21	15.53	14.825
20200714 080755	2229.314	13.19	15.51	14.812
20200714 080757	2231.436	13.17	15.51	14.805
